parameter,scenario,output,mu_star,sigma,n_effects
importation_pulse_amplitude,pe_mutable_engine_group_trust__shock,vax_willingness_T12_mean,1.1206563973094792e-7,2.7450363503939194e-7,6
high_exposure_target_percentile,pe_mutable_engine_group_trust__shock,vax_willingness_T12_mean,9.43830333000051e-8,2.1152339880632862e-7,6
norm_threshold_max,pe_mutable_engine_group_trust__shock,vax_willingness_T12_mean,5.77153140094803e-8,1.4137306966773226e-7,6
high_degree_target_percentile,pe_mutable_engine_group_trust__shock,vax_willingness_T12_mean,3.3811209121381576e-8,6.136663614969239e-8,6
low_legitimacy_target_percentile,pe_mutable_engine_group_trust__shock,vax_willingness_T12_mean,1.4752557101852895e-8,2.8594139038802754e-8,6
state_relaxation_slow,pe_mutable_engine_institutional_trust__perturbation,mask_when_pressure_high_mean,0.39829864850201346,0.6853679572611393,6
state_update_noise_std,pe_mutable_engine_institutional_trust__perturbation,mask_when_pressure_high_mean,0.2565226775536426,0.35302701484050913,6
bridge_prob,pe_mutable_engine_institutional_trust__perturbation,mask_when_pressure_high_mean,0.12714975196577902,0.1643882944019706,6
incidence_alpha_protection,pe_mutable_engine_institutional_trust__perturbation,mask_when_pressure_high_mean,0.03494721938937554,0.0388935001772312,6
stakes_to_infection_multiplier,pe_mutable_engine_institutional_trust__perturbation,mask_when_pressure_high_mean,0.029471574054470054,0.028969105883960247,6
k_social,pe_mutable_engine_institutional_trust__perturbation,mask_when_pressure_high_mean,0.029077934351174787,0.029144636516422497,6
importation_outbreak_floor,pe_mutable_engine_institutional_trust__perturbation,mask_when_pressure_high_mean,0.02195025897131349,0.03023590247888672,6
incidence_gamma,pe_mutable_engine_institutional_trust__perturbation,mask_when_pressure_high_mean,0.019862535703691404,0.030395775756105525,6
norm_threshold_min,pe_mutable_engine_institutional_trust__perturbation,mask_when_pressure_high_mean,0.01957403723157114,0.020049690144917247,6
incidence_alpha_vax,pe_mutable_engine_institutional_trust__perturbation,mask_when_pressure_high_mean,0.017595801893814194,0.02409999105030713,6
k_feedback_stakes,pe_mutable_engine_institutional_trust__perturbation,mask_when_pressure_high_mean,0.014873797432575957,0.018658760166424808,6
contact_rate_multiplier,pe_mutable_engine_institutional_trust__perturbation,mask_when_pressure_high_mean,0.012738745036873394,0.01944676272516752,6
importation_targeted_local_bump,pe_mutable_engine_institutional_trust__perturbation,mask_when_pressure_high_mean,0.011404759410957865,0.013439079960993531,6
state_relaxation_fast,pe_mutable_engine_institutional_trust__perturbation,mask_when_pressure_high_mean,0.009871925929303416,0.01363629423860113,6
stakes_to_fear_multiplier,pe_mutable_engine_institutional_trust__perturbation,mask_when_pressure_high_mean,0.0096833595024511,0.01411411623185494,6
norm_threshold_max,pe_mutable_engine_institutional_trust__perturbation,mask_when_pressure_high_mean,0.009076595929862208,0.013249013138254592,6
community_incidence_baseline,pe_mutable_engine_institutional_trust__perturbation,mask_when_pressure_high_mean,0.008058340187844237,0.010539223980821114,6
importation_pulse_amplitude,pe_mutable_engine_institutional_trust__perturbation,mask_when_pressure_high_mean,0.007317291498030916,0.014775326038167221,6
k_incidence,pe_mutable_engine_institutional_trust__perturbation,mask_when_pressure_high_mean,0.007313538755188686,0.01515630122574161,6
social_weight_delta_trust,pe_mutable_engine_institutional_trust__perturbation,mask_when_pressure_high_mean,0.006877693162338339,0.00544564348599689,6
burn_in_ticks,pe_mutable_engine_institutional_trust__perturbation,mask_when_pressure_high_mean,0.006746555208359457,0.008092161243848286,6
peer_pull_interactions_per_agent,pe_mutable_engine_institutional_trust__perturbation,mask_when_pressure_high_mean,0.0050820321852191284,0.006884393164531318,6
social_weight_delta_norm,pe_mutable_engine_institutional_trust__perturbation,mask_when_pressure_high_mean,0.004563404676668862,0.005273746049876666,6
homophily_gamma,pe_mutable_engine_institutional_trust__perturbation,mask_when_pressure_high_mean,0.003415120932018567,0.0035289195574181574,6
importation_pulse_width_ticks,pe_mutable_engine_institutional_trust__perturbation,mask_when_pressure_high_mean,0.0021581161098869948,0.002646231164246925,6
importation_pulse_period_ticks,pe_mutable_engine_institutional_trust__perturbation,mask_when_pressure_high_mean,0.0014009972006311007,0.0018470870246942866,6
distance_tracking_max_hops,pe_mutable_engine_institutional_trust__perturbation,mask_when_pressure_high_mean,0.0012881296643728983,0.0010076086519943087,6
importation_pulse_start_tick,pe_mutable_engine_institutional_trust__perturbation,mask_when_pressure_high_mean,0.0006250565250051446,0.0005643181808879162,6
norm_threshold_beta_alpha,pe_mutable_engine_institutional_trust__perturbation,mask_when_pressure_high_mean,0.00045649381418696083,0.0006031530949625225,6
norm_response_slope,pe_mutable_engine_institutional_trust__perturbation,mask_when_pressure_high_mean,0.0003945836364962929,0.0004188694562463363,6
low_legitimacy_target_percentile,pe_mutable_engine_institutional_trust__perturbation,mask_when_pressure_high_mean,0.00015292383090847276,0.00019336742586599317,6
high_degree_target_percentile,pe_mutable_engine_institutional_trust__perturbation,mask_when_pressure_high_mean,0.00014717153868216333,0.00020304412612114103,6
high_exposure_target_percentile,pe_mutable_engine_institutional_trust__perturbation,mask_when_pressure_high_mean,0.00009787808915930894,0.00015518883681790545,6
state_update_noise_std,pe_mutable_engine_institutional_trust__perturbation,social_norms_descriptive_vax_mean,0.6252391974443938,0.8007517728485374,6
state_relaxation_slow,pe_mutable_engine_institutional_trust__perturbation,social_norms_descriptive_vax_mean,0.5318716247879133,0.80283282982626,6
k_social,pe_mutable_engine_institutional_trust__perturbation,social_norms_descriptive_vax_mean,0.19857382664476764,0.24594191157443884,6
bridge_prob,pe_mutable_engine_institutional_trust__perturbation,social_norms_descriptive_vax_mean,0.16372039155600404,0.24688671274416232,6
incidence_alpha_protection,pe_mutable_engine_institutional_trust__perturbation,social_norms_descriptive_vax_mean,0.08468610184879803,0.09669327744454505,6
burn_in_ticks,pe_mutable_engine_institutional_trust__perturbation,social_norms_descriptive_vax_mean,0.05285821969627591,0.0633266807752111,6
stakes_to_infection_multiplier,pe_mutable_engine_institutional_trust__perturbation,social_norms_descriptive_vax_mean,0.05266487129930533,0.06929729438149446,6
incidence_gamma,pe_mutable_engine_institutional_trust__perturbation,social_norms_descriptive_vax_mean,0.029243950028975025,0.05157632646114944,6
contact_rate_multiplier,pe_mutable_engine_institutional_trust__perturbation,social_norms_descriptive_vax_mean,0.02475593331888822,0.035904622003774624,6
incidence_alpha_vax,pe_mutable_engine_institutional_trust__perturbation,social_norms_descriptive_vax_mean,0.022797623480007207,0.0368311317289685,6
community_incidence_baseline,pe_mutable_engine_institutional_trust__perturbation,social_norms_descriptive_vax_mean,0.022733106741661402,0.029691507845419633,6
importation_outbreak_floor,pe_mutable_engine_institutional_trust__perturbation,social_norms_descriptive_vax_mean,0.0193611342299486,0.02985361877968424,6
stakes_to_fear_multiplier,pe_mutable_engine_institutional_trust__perturbation,social_norms_descriptive_vax_mean,0.0187338951841922,0.022838887908500426,6
k_feedback_stakes,pe_mutable_engine_institutional_trust__perturbation,social_norms_descriptive_vax_mean,0.018470833935813585,0.03156902997040398,6
norm_threshold_min,pe_mutable_engine_institutional_trust__perturbation,social_norms_descriptive_vax_mean,0.015292133613478143,0.019366261682670853,6
norm_threshold_max,pe_mutable_engine_institutional_trust__perturbation,social_norms_descriptive_vax_mean,0.014553729477870073,0.020514919162687214,6
state_relaxation_fast,pe_mutable_engine_institutional_trust__perturbation,social_norms_descriptive_vax_mean,0.013035468776507741,0.02441563412803162,6
importation_targeted_local_bump,pe_mutable_engine_institutional_trust__perturbation,social_norms_descriptive_vax_mean,0.012421295499519166,0.016354960679734073,6
social_weight_delta_trust,pe_mutable_engine_institutional_trust__perturbation,social_norms_descriptive_vax_mean,0.011187141257952898,0.012121915898499576,6
peer_pull_interactions_per_agent,pe_mutable_engine_institutional_trust__perturbation,social_norms_descriptive_vax_mean,0.010078746836267177,0.015175257963983857,6
importation_pulse_amplitude,pe_mutable_engine_institutional_trust__perturbation,social_norms_descriptive_vax_mean,0.006929908632121358,0.010016856150915196,6
k_incidence,pe_mutable_engine_institutional_trust__perturbation,social_norms_descriptive_vax_mean,0.0063407353636149855,0.012463254229410031,6
homophily_gamma,pe_mutable_engine_institutional_trust__perturbation,social_norms_descriptive_vax_mean,0.005821390937072124,0.010546241911180324,6
social_weight_delta_norm,pe_mutable_engine_institutional_trust__perturbation,social_norms_descriptive_vax_mean,0.005141293507146353,0.008106205304562046,6
importation_pulse_period_ticks,pe_mutable_engine_institutional_trust__perturbation,social_norms_descriptive_vax_mean,0.002796039312430073,0.004085553142999808,6
distance_tracking_max_hops,pe_mutable_engine_institutional_trust__perturbation,social_norms_descriptive_vax_mean,0.0026050211308531837,0.002315490377561366,6
importation_pulse_width_ticks,pe_mutable_engine_institutional_trust__perturbation,social_norms_descriptive_vax_mean,0.002273732780120478,0.002430961245434576,6
importation_pulse_start_tick,pe_mutable_engine_institutional_trust__perturbation,social_norms_descriptive_vax_mean,0.0018465629533549095,0.0025457390159547002,6
norm_threshold_beta_alpha,pe_mutable_engine_institutional_trust__perturbation,social_norms_descriptive_vax_mean,0.0008776610759421525,0.0012557171500381212,6
high_degree_target_percentile,pe_mutable_engine_institutional_trust__perturbation,social_norms_descriptive_vax_mean,0.00034726646827725935,0.00047958236827868195,6
norm_response_slope,pe_mutable_engine_institutional_trust__perturbation,social_norms_descriptive_vax_mean,0.0003257881616264058,0.0004848495923848409,6
low_legitimacy_target_percentile,pe_mutable_engine_institutional_trust__perturbation,social_norms_descriptive_vax_mean,0.0001868340524382006,0.0003186789975023386,6
high_exposure_target_percentile,pe_mutable_engine_institutional_trust__perturbation,social_norms_descriptive_vax_mean,0.0001408711726529788,0.00019937186830602092,6
state_relaxation_slow,pe_mutable_engine_institutional_trust__perturbation,vax_willingness_T12_mean,0.6043775823724337,1.0195208310549249,6
state_update_noise_std,pe_mutable_engine_institutional_trust__perturbation,vax_willingness_T12_mean,0.46864512023662525,0.5900844733382279,6
bridge_prob,pe_mutable_engine_institutional_trust__perturbation,vax_willingness_T12_mean,0.1571005192355963,0.19554586179345926,6
incidence_alpha_protection,pe_mutable_engine_institutional_trust__perturbation,vax_willingness_T12_mean,0.07651244883189652,0.0792605391574141,6
stakes_to_infection_multiplier,pe_mutable_engine_institutional_trust__perturbation,vax_willingness_T12_mean,0.05871139395997222,0.05978751627307972,6
k_social,pe_mutable_engine_institutional_trust__perturbation,vax_willingness_T12_mean,0.055391923661337224,0.034942545806931756,6
importation_outbreak_floor,pe_mutable_engine_institutional_trust__perturbation,vax_willingness_T12_mean,0.0301170397509883,0.04995451384987881,6
norm_threshold_min,pe_mutable_engine_institutional_trust__perturbation,vax_willingness_T12_mean,0.02180795382462482,0.0203957167804962,6
social_weight_delta_trust,pe_mutable_engine_institutional_trust__perturbation,vax_willingness_T12_mean,0.020924324203891818,0.010881470539046648,6
incidence_gamma,pe_mutable_engine_institutional_trust__perturbation,vax_willingness_T12_mean,0.02030300902521197,0.036895642772972234,6
incidence_alpha_vax,pe_mutable_engine_institutional_trust__perturbation,vax_willingness_T12_mean,0.019730829188162602,0.029844963126439916,6
k_feedback_stakes,pe_mutable_engine_institutional_trust__perturbation,vax_willingness_T12_mean,0.019562999166406175,0.02872980328043731,6
importation_targeted_local_bump,pe_mutable_engine_institutional_trust__perturbation,vax_willingness_T12_mean,0.019472268196025766,0.02720776578135526,6
contact_rate_multiplier,pe_mutable_engine_institutional_trust__perturbation,vax_willingness_T12_mean,0.01888865771684177,0.02612029616200773,6
community_incidence_baseline,pe_mutable_engine_institutional_trust__perturbation,vax_willingness_T12_mean,0.01858652146516704,0.01611715912162187,6
stakes_to_fear_multiplier,pe_mutable_engine_institutional_trust__perturbation,vax_willingness_T12_mean,0.01667901404554302,0.024694689266638856,6
importation_pulse_amplitude,pe_mutable_engine_institutional_trust__perturbation,vax_willingness_T12_mean,0.016336143388606672,0.025678186686796996,6
state_relaxation_fast,pe_mutable_engine_institutional_trust__perturbation,vax_willingness_T12_mean,0.015029435153408599,0.018701378661838176,6
norm_threshold_max,pe_mutable_engine_institutional_trust__perturbation,vax_willingness_T12_mean,0.01233814761828711,0.014753492918205251,6
peer_pull_interactions_per_agent,pe_mutable_engine_institutional_trust__perturbation,vax_willingness_T12_mean,0.010826251166304854,0.014158110630942463,6
homophily_gamma,pe_mutable_engine_institutional_trust__perturbation,vax_willingness_T12_mean,0.008187379560344729,0.005622953144239601,6
burn_in_ticks,pe_mutable_engine_institutional_trust__perturbation,vax_willingness_T12_mean,0.007327312818407469,0.008935722464552192,6
social_weight_delta_norm,pe_mutable_engine_institutional_trust__perturbation,vax_willingness_T12_mean,0.0068391609162945744,0.006523737337519105,6
k_incidence,pe_mutable_engine_institutional_trust__perturbation,vax_willingness_T12_mean,0.006164551313085386,0.012817296875803925,6
importation_pulse_width_ticks,pe_mutable_engine_institutional_trust__perturbation,vax_willingness_T12_mean,0.0030438004838965562,0.004747999821266985,6
importation_pulse_period_ticks,pe_mutable_engine_institutional_trust__perturbation,vax_willingness_T12_mean,0.0025292006621645178,0.002850334044268915,6
distance_tracking_max_hops,pe_mutable_engine_institutional_trust__perturbation,vax_willingness_T12_mean,0.0018856422757984603,0.0014585971164956203,6
importation_pulse_start_tick,pe_mutable_engine_institutional_trust__perturbation,vax_willingness_T12_mean,0.0011081047811529743,0.0015091668718181688,6
norm_threshold_beta_alpha,pe_mutable_engine_institutional_trust__perturbation,vax_willingness_T12_mean,0.0007924506880373864,0.0010239665575380212,6
norm_response_slope,pe_mutable_engine_institutional_trust__perturbation,vax_willingness_T12_mean,0.0002713798645449591,0.000412747376671103,6
high_degree_target_percentile,pe_mutable_engine_institutional_trust__perturbation,vax_willingness_T12_mean,0.000257274021790721,0.0003255337482808382,6
low_legitimacy_target_percentile,pe_mutable_engine_institutional_trust__perturbation,vax_willingness_T12_mean,0.00016486663341837014,0.00023478053670091082,6
high_exposure_target_percentile,pe_mutable_engine_institutional_trust__perturbation,vax_willingness_T12_mean,0.00016012155120013932,0.00023802442147323471,6
state_relaxation_slow,pe_mutable_engine_institutional_trust__shock,mask_when_pressure_high_mean,0.3709948198615957,0.6455417352514102,6
state_update_noise_std,pe_mutable_engine_institutional_trust__shock,mask_when_pressure_high_mean,0.24891409407098072,0.3316071422370257,6
bridge_prob,pe_mutable_engine_institutional_trust__shock,mask_when_pressure_high_mean,0.12059028097443135,0.15440998980250262,6
incidence_alpha_protection,pe_mutable_engine_institutional_trust__shock,mask_when_pressure_high_mean,0.03378056678293717,0.038762300120364794,6
