parameter,scenario,output,mu_star,sigma,n_effects
low_legitimacy_target_percentile,targeted_norm_seed__perturbation,social_norms_descriptive_vax_mean,0.0011286380737024853,0.0017613325855997935,6
importation_targeted_local_bump,targeted_norm_seed__perturbation,vax_willingness_T12_mean,2.2913559765203693,5.5597634216381335,6
importation_outbreak_floor,targeted_norm_seed__perturbation,vax_willingness_T12_mean,1.407969110974534,2.2943361210484556,6
state_update_noise_std,targeted_norm_seed__perturbation,vax_willingness_T12_mean,1.095374257724065,1.5438188305376312,6
incidence_gamma,targeted_norm_seed__perturbation,vax_willingness_T12_mean,0.7460666780183681,1.3861540268247623,6
k_feedback_stakes,targeted_norm_seed__perturbation,vax_willingness_T12_mean,0.5594900147362514,0.8562212976655933,6
incidence_alpha_protection,targeted_norm_seed__perturbation,vax_willingness_T12_mean,0.4988351433460754,0.8833216935834995,6
k_incidence,targeted_norm_seed__perturbation,vax_willingness_T12_mean,0.32928228551425975,0.7201444722555469,6
bridge_prob,targeted_norm_seed__perturbation,vax_willingness_T12_mean,0.24562222500213426,0.2769354088407653,6
stakes_to_infection_multiplier,targeted_norm_seed__perturbation,vax_willingness_T12_mean,0.17004805985558014,0.3873410105234377,6
incidence_alpha_vax,targeted_norm_seed__perturbation,vax_willingness_T12_mean,0.13779192537531534,0.26314274644354974,6
k_social,targeted_norm_seed__perturbation,vax_willingness_T12_mean,0.1207347379451519,0.21457535010709816,6
state_relaxation_fast,targeted_norm_seed__perturbation,vax_willingness_T12_mean,0.10810045819229212,0.2175248492070153,6
norm_threshold_max,targeted_norm_seed__perturbation,vax_willingness_T12_mean,0.07029238165936628,0.12835607656545334,6
importation_pulse_amplitude,targeted_norm_seed__perturbation,vax_willingness_T12_mean,0.06185304124894486,0.0976279990970975,6
community_incidence_baseline,targeted_norm_seed__perturbation,vax_willingness_T12_mean,0.053532735919112895,0.09587419704098644,6
norm_threshold_min,targeted_norm_seed__perturbation,vax_willingness_T12_mean,0.04613602680933582,0.057108022020584445,6
social_weight_delta_norm,targeted_norm_seed__perturbation,vax_willingness_T12_mean,0.044579848123610245,0.09303291948123468,6
state_relaxation_slow,targeted_norm_seed__perturbation,vax_willingness_T12_mean,0.04390836335831002,0.05831993128935227,6
importation_pulse_start_tick,targeted_norm_seed__perturbation,vax_willingness_T12_mean,0.03946587646708603,0.08908504338802653,6
stakes_to_fear_multiplier,targeted_norm_seed__perturbation,vax_willingness_T12_mean,0.03506710027722001,0.04880687318096385,6
homophily_gamma,targeted_norm_seed__perturbation,vax_willingness_T12_mean,0.020345163183141796,0.02830859604204825,6
social_weight_delta_trust,targeted_norm_seed__perturbation,vax_willingness_T12_mean,0.018310572863329513,0.033230564957977146,6
contact_rate_multiplier,targeted_norm_seed__perturbation,vax_willingness_T12_mean,0.017881214975664268,0.031164550828133925,6
burn_in_ticks,targeted_norm_seed__perturbation,vax_willingness_T12_mean,0.015931620009503433,0.03785977110406141,6
high_degree_target_percentile,targeted_norm_seed__perturbation,vax_willingness_T12_mean,0.011294036749169933,0.021264955817781376,6
importation_pulse_period_ticks,targeted_norm_seed__perturbation,vax_willingness_T12_mean,0.009423436091997436,0.019480417348598542,6
importation_pulse_width_ticks,targeted_norm_seed__perturbation,vax_willingness_T12_mean,0.00863830682022145,0.012043911569792816,6
norm_threshold_beta_alpha,targeted_norm_seed__perturbation,vax_willingness_T12_mean,0.0051524239685196704,0.010791218349820084,6
distance_tracking_max_hops,targeted_norm_seed__perturbation,vax_willingness_T12_mean,0.0036116376978381957,0.004503327380424185,6
norm_response_slope,targeted_norm_seed__perturbation,vax_willingness_T12_mean,0.0027954719436825335,0.0048742941663277,6
peer_pull_interactions_per_agent,targeted_norm_seed__perturbation,vax_willingness_T12_mean,0.002678204392472183,0.00277878941382967,6
high_exposure_target_percentile,targeted_norm_seed__perturbation,vax_willingness_T12_mean,0.0005035290484424119,0.0008134720894065093,6
low_legitimacy_target_percentile,targeted_norm_seed__perturbation,vax_willingness_T12_mean,0.00039027503360102863,0.0006239969137384068,6
importation_targeted_local_bump,targeted_norm_seed__shock,mask_when_pressure_high_mean,1.8202546987875106,4.419732204927808,6
state_update_noise_std,targeted_norm_seed__shock,mask_when_pressure_high_mean,1.3099808370803008,2.1155150450271045,6
importation_outbreak_floor,targeted_norm_seed__shock,mask_when_pressure_high_mean,0.8652213531981445,1.5454210881829713,6
incidence_gamma,targeted_norm_seed__shock,mask_when_pressure_high_mean,0.736559024838949,1.4394417765744942,6
k_feedback_stakes,targeted_norm_seed__shock,mask_when_pressure_high_mean,0.3904386070748633,0.6147147388564093,6
incidence_alpha_protection,targeted_norm_seed__shock,mask_when_pressure_high_mean,0.2955342274900848,0.4974566801501877,6
k_incidence,targeted_norm_seed__shock,mask_when_pressure_high_mean,0.21155970783316022,0.47648128178604576,6
bridge_prob,targeted_norm_seed__shock,mask_when_pressure_high_mean,0.1682281152439101,0.16061031791082483,6
stakes_to_fear_multiplier,targeted_norm_seed__shock,mask_when_pressure_high_mean,0.1379496702412684,0.29019771769097963,6
stakes_to_infection_multiplier,targeted_norm_seed__shock,mask_when_pressure_high_mean,0.09569490118580916,0.16134386410267973,6
norm_threshold_min,targeted_norm_seed__shock,mask_when_pressure_high_mean,0.07884750168027921,0.14920973293052098,6
importation_pulse_amplitude,targeted_norm_seed__shock,mask_when_pressure_high_mean,0.0638476184924978,0.12821518186407682,6
state_relaxation_fast,targeted_norm_seed__shock,mask_when_pressure_high_mean,0.06027443035649801,0.10210025262735475,6
norm_threshold_max,targeted_norm_seed__shock,mask_when_pressure_high_mean,0.056111571573277765,0.10061290773323667,6
k_social,targeted_norm_seed__shock,mask_when_pressure_high_mean,0.04093785803769895,0.056202299200827005,6
incidence_alpha_vax,targeted_norm_seed__shock,mask_when_pressure_high_mean,0.03384367513511677,0.04995041272102292,6
state_relaxation_slow,targeted_norm_seed__shock,mask_when_pressure_high_mean,0.03349046627765991,0.03862110785873809,6
importation_pulse_start_tick,targeted_norm_seed__shock,mask_when_pressure_high_mean,0.03219278431964767,0.07203845182364103,6
contact_rate_multiplier,targeted_norm_seed__shock,mask_when_pressure_high_mean,0.01789435702328764,0.02091431500173519,6
community_incidence_baseline,targeted_norm_seed__shock,mask_when_pressure_high_mean,0.01580774174536022,0.018991096875543963,6
burn_in_ticks,targeted_norm_seed__shock,mask_when_pressure_high_mean,0.01171599841945342,0.02738508479605939,6
importation_pulse_width_ticks,targeted_norm_seed__shock,mask_when_pressure_high_mean,0.008989425350913885,0.011549879022037505,6
homophily_gamma,targeted_norm_seed__shock,mask_when_pressure_high_mean,0.008665437689733343,0.008848533407649468,6
high_degree_target_percentile,targeted_norm_seed__shock,mask_when_pressure_high_mean,0.008462058045479282,0.01675997794253105,6
distance_tracking_max_hops,targeted_norm_seed__shock,mask_when_pressure_high_mean,0.007552051088861589,0.014391484170741514,6
social_weight_delta_norm,targeted_norm_seed__shock,mask_when_pressure_high_mean,0.007467231956124937,0.008815462001496303,6
importation_pulse_period_ticks,targeted_norm_seed__shock,mask_when_pressure_high_mean,0.005165606317594514,0.011235691771740141,6
social_weight_delta_trust,targeted_norm_seed__shock,mask_when_pressure_high_mean,0.005000853665349956,0.006585874832188112,6
peer_pull_interactions_per_agent,targeted_norm_seed__shock,mask_when_pressure_high_mean,0.0031476172517194913,0.0020978151884197818,6
norm_response_slope,targeted_norm_seed__shock,mask_when_pressure_high_mean,0.0030664908817546652,0.006604377699961136,6
norm_threshold_beta_alpha,targeted_norm_seed__shock,mask_when_pressure_high_mean,0.0015131356262223505,0.00201224253950109,6
high_exposure_target_percentile,targeted_norm_seed__shock,mask_when_pressure_high_mean,0.000265627928034462,0.00041268040831092756,6
low_legitimacy_target_percentile,targeted_norm_seed__shock,mask_when_pressure_high_mean,0.0002250996170990523,0.0004202924342464949,6
state_update_noise_std,targeted_norm_seed__shock,social_norms_descriptive_vax_mean,2.980352822205804,4.020761890756909,6
bridge_prob,targeted_norm_seed__shock,social_norms_descriptive_vax_mean,1.49547402959762,1.3512821454871653,6
incidence_alpha_protection,targeted_norm_seed__shock,social_norms_descriptive_vax_mean,0.3837663588604319,0.5718649988108369,6
importation_targeted_local_bump,targeted_norm_seed__shock,social_norms_descriptive_vax_mean,0.3631325909738455,0.6218385664342312,6
incidence_gamma,targeted_norm_seed__shock,social_norms_descriptive_vax_mean,0.32236137558303574,0.4508346881953212,6
incidence_alpha_vax,targeted_norm_seed__shock,social_norms_descriptive_vax_mean,0.25913318226860343,0.36515884368441187,6
state_relaxation_slow,targeted_norm_seed__shock,social_norms_descriptive_vax_mean,0.24911891012320572,0.24654577613338055,6
stakes_to_fear_multiplier,targeted_norm_seed__shock,social_norms_descriptive_vax_mean,0.1592476695789826,0.24367124091271938,6
norm_threshold_min,targeted_norm_seed__shock,social_norms_descriptive_vax_mean,0.15006338027062563,0.16781887694882316,6
importation_outbreak_floor,targeted_norm_seed__shock,social_norms_descriptive_vax_mean,0.14745026755322263,0.19771881913675185,6
k_social,targeted_norm_seed__shock,social_norms_descriptive_vax_mean,0.14100650984588445,0.11929386971785118,6
k_incidence,targeted_norm_seed__shock,social_norms_descriptive_vax_mean,0.1346337313809359,0.272460060235462,6
stakes_to_infection_multiplier,targeted_norm_seed__shock,social_norms_descriptive_vax_mean,0.13452126038327644,0.17016094358874048,6
importation_pulse_amplitude,targeted_norm_seed__shock,social_norms_descriptive_vax_mean,0.11813567082459286,0.17131120963408714,6
norm_threshold_max,targeted_norm_seed__shock,social_norms_descriptive_vax_mean,0.11025392110073066,0.162360970042769,6
contact_rate_multiplier,targeted_norm_seed__shock,social_norms_descriptive_vax_mean,0.09398935824356304,0.14220136572691894,6
community_incidence_baseline,targeted_norm_seed__shock,social_norms_descriptive_vax_mean,0.07530616959083858,0.09582544043203484,6
homophily_gamma,targeted_norm_seed__shock,social_norms_descriptive_vax_mean,0.06806767275393118,0.1044760896858006,6
state_relaxation_fast,targeted_norm_seed__shock,social_norms_descriptive_vax_mean,0.06786120267931277,0.10007477832650068,6
k_feedback_stakes,targeted_norm_seed__shock,social_norms_descriptive_vax_mean,0.06212906514187567,0.06519742823074545,6
social_weight_delta_norm,targeted_norm_seed__shock,social_norms_descriptive_vax_mean,0.05779209468278009,0.058048171805014134,6
importation_pulse_start_tick,targeted_norm_seed__shock,social_norms_descriptive_vax_mean,0.048222904433681414,0.08778083365198092,6
social_weight_delta_trust,targeted_norm_seed__shock,social_norms_descriptive_vax_mean,0.03589893405748432,0.04606979336426003,6
importation_pulse_width_ticks,targeted_norm_seed__shock,social_norms_descriptive_vax_mean,0.03571967935943832,0.04272353824527639,6
peer_pull_interactions_per_agent,targeted_norm_seed__shock,social_norms_descriptive_vax_mean,0.020326942887425394,0.02632029369348441,6
distance_tracking_max_hops,targeted_norm_seed__shock,social_norms_descriptive_vax_mean,0.014757844786303783,0.02472091145258137,6
burn_in_ticks,targeted_norm_seed__shock,social_norms_descriptive_vax_mean,0.01333133490790601,0.011576450482539656,6
importation_pulse_period_ticks,targeted_norm_seed__shock,social_norms_descriptive_vax_mean,0.010473626926013205,0.013840855789893258,6
norm_response_slope,targeted_norm_seed__shock,social_norms_descriptive_vax_mean,0.005285161987126231,0.006077482211047287,6
norm_threshold_beta_alpha,targeted_norm_seed__shock,social_norms_descriptive_vax_mean,0.0045488358050539785,0.0061893538383567814,6
high_degree_target_percentile,targeted_norm_seed__shock,social_norms_descriptive_vax_mean,0.0020321497328747995,0.0027996174433162187,6
high_exposure_target_percentile,targeted_norm_seed__shock,social_norms_descriptive_vax_mean,0.001404369695982292,0.0021069554487587044,6
low_legitimacy_target_percentile,targeted_norm_seed__shock,social_norms_descriptive_vax_mean,0.0011286380737024853,0.0017613325855997935,6
importation_targeted_local_bump,targeted_norm_seed__shock,vax_willingness_T12_mean,2.2913559765203693,5.5597634216381335,6
importation_outbreak_floor,targeted_norm_seed__shock,vax_willingness_T12_mean,1.407969110974534,2.2943361210484556,6
state_update_noise_std,targeted_norm_seed__shock,vax_willingness_T12_mean,1.095374257724065,1.5438188305376312,6
incidence_gamma,targeted_norm_seed__shock,vax_willingness_T12_mean,0.7460666780183681,1.3861540268247623,6
k_feedback_stakes,targeted_norm_seed__shock,vax_willingness_T12_mean,0.5594900147362514,0.8562212976655933,6
incidence_alpha_protection,targeted_norm_seed__shock,vax_willingness_T12_mean,0.4988351433460754,0.8833216935834995,6
k_incidence,targeted_norm_seed__shock,vax_willingness_T12_mean,0.32928228551425975,0.7201444722555469,6
bridge_prob,targeted_norm_seed__shock,vax_willingness_T12_mean,0.24562222500213426,0.2769354088407653,6
stakes_to_infection_multiplier,targeted_norm_seed__shock,vax_willingness_T12_mean,0.17004805985558014,0.3873410105234377,6
incidence_alpha_vax,targeted_norm_seed__shock,vax_willingness_T12_mean,0.13779192537531534,0.26314274644354974,6
k_social,targeted_norm_seed__shock,vax_willingness_T12_mean,0.1207347379451519,0.21457535010709816,6
state_relaxation_fast,targeted_norm_seed__shock,vax_willingness_T12_mean,0.10810045819229212,0.2175248492070153,6
norm_threshold_max,targeted_norm_seed__shock,vax_willingness_T12_mean,0.07029238165936628,0.12835607656545334,6
importation_pulse_amplitude,targeted_norm_seed__shock,vax_willingness_T12_mean,0.06185304124894486,0.0976279990970975,6
community_incidence_baseline,targeted_norm_seed__shock,vax_willingness_T12_mean,0.053532735919112895,0.09587419704098644,6
norm_threshold_min,targeted_norm_seed__shock,vax_willingness_T12_mean,0.04613602680933582,0.057108022020584445,6
social_weight_delta_norm,targeted_norm_seed__shock,vax_willingness_T12_mean,0.044579848123610245,0.09303291948123468,6
state_relaxation_slow,targeted_norm_seed__shock,vax_willingness_T12_mean,0.04390836335831002,0.05831993128935227,6
importation_pulse_start_tick,targeted_norm_seed__shock,vax_willingness_T12_mean,0.03946587646708603,0.08908504338802653,6
stakes_to_fear_multiplier,targeted_norm_seed__shock,vax_willingness_T12_mean,0.03506710027722001,0.04880687318096385,6
homophily_gamma,targeted_norm_seed__shock,vax_willingness_T12_mean,0.020345163183141796,0.02830859604204825,6
social_weight_delta_trust,targeted_norm_seed__shock,vax_willingness_T12_mean,0.018310572863329513,0.033230564957977146,6
contact_rate_multiplier,targeted_norm_seed__shock,vax_willingness_T12_mean,0.017881214975664268,0.031164550828133925,6
burn_in_ticks,targeted_norm_seed__shock,vax_willingness_T12_mean,0.015931620009503433,0.03785977110406141,6
high_degree_target_percentile,targeted_norm_seed__shock,vax_willingness_T12_mean,0.011294036749169933,0.021264955817781376,6
importation_pulse_period_ticks,targeted_norm_seed__shock,vax_willingness_T12_mean,0.009423436091997436,0.019480417348598542,6
importation_pulse_width_ticks,targeted_norm_seed__shock,vax_willingness_T12_mean,0.00863830682022145,0.012043911569792816,6
norm_threshold_beta_alpha,targeted_norm_seed__shock,vax_willingness_T12_mean,0.0051524239685196704,0.010791218349820084,6
distance_tracking_max_hops,targeted_norm_seed__shock,vax_willingness_T12_mean,0.0036116376978381957,0.004503327380424185,6
norm_response_slope,targeted_norm_seed__shock,vax_willingness_T12_mean,0.0027954719436825335,0.0048742941663277,6
peer_pull_interactions_per_agent,targeted_norm_seed__shock,vax_willingness_T12_mean,0.002678204392472183,0.00277878941382967,6
high_exposure_target_percentile,targeted_norm_seed__shock,vax_willingness_T12_mean,0.0005035290484424119,0.0008134720894065093,6
low_legitimacy_target_percentile,targeted_norm_seed__shock,vax_willingness_T12_mean,0.00039027503360102863,0.0006239969137384068,6
state_relaxation_slow,trust_repair_bundle__perturbation,mask_when_pressure_high_mean,0.5403521679555942,0.9073513526298221,6
state_update_noise_std,trust_repair_bundle__perturbation,mask_when_pressure_high_mean,0.3562930554690998,0.5225075220978037,6
bridge_prob,trust_repair_bundle__perturbation,mask_when_pressure_high_mean,0.13807192662914267,0.18875595303321713,6
k_social,trust_repair_bundle__perturbation,mask_when_pressure_high_mean,0.08169923055389589,0.09492161537735166,6
incidence_alpha_protection,trust_repair_bundle__perturbation,mask_when_pressure_high_mean,0.054452368668265194,0.06845517126696672,6
importation_outbreak_floor,trust_repair_bundle__perturbation,mask_when_pressure_high_mean,0.0537476702574106,0.09873829461076788,6
incidence_gamma,trust_repair_bundle__perturbation,mask_when_pressure_high_mean,0.038872971865109046,0.06659750465097743,6
stakes_to_infection_multiplier,trust_repair_bundle__perturbation,mask_when_pressure_high_mean,0.033360137302670026,0.03591693230132212,6
burn_in_ticks,trust_repair_bundle__perturbation,mask_when_pressure_high_mean,0.022671777694546338,0.027535933114358584,6
k_feedback_stakes,trust_repair_bundle__perturbation,mask_when_pressure_high_mean,0.021611348690900704,0.025914231501855785,6
contact_rate_multiplier,trust_repair_bundle__perturbation,mask_when_pressure_high_mean,0.018952822214948546,0.02816558579347023,6
norm_threshold_min,trust_repair_bundle__perturbation,mask_when_pressure_high_mean,0.018203463407668135,0.01815888966151692,6
k_incidence,trust_repair_bundle__perturbation,mask_when_pressure_high_mean,0.0172371304843891,0.03848047872743057,6
incidence_alpha_vax,trust_repair_bundle__perturbation,mask_when_pressure_high_mean,0.016119156108421368,0.02401244847794428,6
community_incidence_baseline,trust_repair_bundle__perturbation,mask_when_pressure_high_mean,0.014720750422642462,0.01994510178490289,6
state_relaxation_fast,trust_repair_bundle__perturbation,mask_when_pressure_high_mean,0.012400110253049471,0.020323143524090672,6
importation_targeted_local_bump,trust_repair_bundle__perturbation,mask_when_pressure_high_mean,0.010449357686136787,0.01335097094306549,6
stakes_to_fear_multiplier,trust_repair_bundle__perturbation,mask_when_pressure_high_mean,0.010280002782036701,0.013943806362899653,6
importation_pulse_amplitude,trust_repair_bundle__perturbation,mask_when_pressure_high_mean,0.008710758065776739,0.014661740734412385,6
social_weight_delta_trust,trust_repair_bundle__perturbation,mask_when_pressure_high_mean,0.008618439342329665,0.007101483693206566,6
norm_threshold_max,trust_repair_bundle__perturbation,mask_when_pressure_high_mean,0.008521718414963667,0.014140023015684981,6
social_weight_delta_norm,trust_repair_bundle__perturbation,mask_when_pressure_high_mean,0.006106886350486383,0.00738600512677908,6
peer_pull_interactions_per_agent,trust_repair_bundle__perturbation,mask_when_pressure_high_mean,0.005974342755624344,0.008363245699288029,6
homophily_gamma,trust_repair_bundle__perturbation,mask_when_pressure_high_mean,0.004618832663908279,0.0061428191550084825,6
importation_pulse_width_ticks,trust_repair_bundle__perturbation,mask_when_pressure_high_mean,0.0025564615361304277,0.0034375131159450623,6
distance_tracking_max_hops,trust_repair_bundle__perturbation,mask_when_pressure_high_mean,0.001971729283312129,0.0015117074485743948,6
importation_pulse_period_ticks,trust_repair_bundle__perturbation,mask_when_pressure_high_mean,0.0018483086434303668,0.002584621450393194,6
norm_threshold_beta_alpha,trust_repair_bundle__perturbation,mask_when_pressure_high_mean,0.0007573304926342672,0.0009902212129976635,6
importation_pulse_start_tick,trust_repair_bundle__perturbation,mask_when_pressure_high_mean,0.0007008233134015995,0.000911368405095262,6
norm_response_slope,trust_repair_bundle__perturbation,mask_when_pressure_high_mean,0.00046539763095078494,0.0004420854285126207,6
high_degree_target_percentile,trust_repair_bundle__perturbation,mask_when_pressure_high_mean,0.0002532900076152108,0.0003558544362202212,6
low_legitimacy_target_percentile,trust_repair_bundle__perturbation,mask_when_pressure_high_mean,0.0002005299930717778,0.0002645486507293216,6
high_exposure_target_percentile,trust_repair_bundle__perturbation,mask_when_pressure_high_mean,0.00010429673848157962,0.00015575885540154675,6
state_update_noise_std,trust_repair_bundle__perturbation,social_norms_descriptive_vax_mean,1.816177372178392,2.416650169474628,6
state_relaxation_slow,trust_repair_bundle__perturbation,social_norms_descriptive_vax_mean,1.6956857759106825,2.617151411006685,6
k_social,trust_repair_bundle__perturbation,social_norms_descriptive_vax_mean,0.6371820500630083,0.766302146433613,6
bridge_prob,trust_repair_bundle__perturbation,social_norms_descriptive_vax_mean,0.2590865015697999,0.3432654985559594,6
incidence_alpha_protection,trust_repair_bundle__perturbation,social_norms_descriptive_vax_mean,0.19900055468906905,0.23721857083372777,6
burn_in_ticks,trust_repair_bundle__perturbation,social_norms_descriptive_vax_mean,0.18136637774693012,0.21726616559429857,6
stakes_to_infection_multiplier,trust_repair_bundle__perturbation,social_norms_descriptive_vax_mean,0.11616341811961915,0.14928895342618345,6
incidence_gamma,trust_repair_bundle__perturbation,social_norms_descriptive_vax_mean,0.10971388697610014,0.17120450693238148,6
importation_outbreak_floor,trust_repair_bundle__perturbation,social_norms_descriptive_vax_mean,0.09352365578508899,0.17399804631548288,6
community_incidence_baseline,trust_repair_bundle__perturbation,social_norms_descriptive_vax_mean,0.07176686143171906,0.09766958108939922,6
k_feedback_stakes,trust_repair_bundle__perturbation,social_norms_descriptive_vax_mean,0.05953731144791399,0.09805328836885842,6
contact_rate_multiplier,trust_repair_bundle__perturbation,social_norms_descriptive_vax_mean,0.05695634670125207,0.07689725876501677,6
norm_threshold_max,trust_repair_bundle__perturbation,social_norms_descriptive_vax_mean,0.04603373353655608,0.07639599199849242,6
importation_targeted_local_bump,trust_repair_bundle__perturbation,social_norms_descriptive_vax_mean,0.045871089621331386,0.0645758908615061,6
norm_threshold_min,trust_repair_bundle__perturbation,social_norms_descriptive_vax_mean,0.043254327329809904,0.056478225807799924,6
state_relaxation_fast,trust_repair_bundle__perturbation,social_norms_descriptive_vax_mean,0.042253743733944304,0.07051299393014233,6
incidence_alpha_vax,trust_repair_bundle__perturbation,social_norms_descriptive_vax_mean,0.04004141403190905,0.05132749926606382,6
stakes_to_fear_multiplier,trust_repair_bundle__perturbation,social_norms_descriptive_vax_mean,0.03608447311375724,0.03668515345140511,6
importation_pulse_amplitude,trust_repair_bundle__perturbation,social_norms_descriptive_vax_mean,0.030706367859423267,0.03606550918994502,6
social_weight_delta_trust,trust_repair_bundle__perturbation,social_norms_descriptive_vax_mean,0.02509130635240571,0.02867027501610784,6
k_incidence,trust_repair_bundle__perturbation,social_norms_descriptive_vax_mean,0.019794364708883783,0.03586597937083921,6
homophily_gamma,trust_repair_bundle__perturbation,social_norms_descriptive_vax_mean,0.01927406261761651,0.03821594510490902,6
peer_pull_interactions_per_agent,trust_repair_bundle__perturbation,social_norms_descriptive_vax_mean,0.016720644060572054,0.025805464912953456,6
social_weight_delta_norm,trust_repair_bundle__perturbation,social_norms_descriptive_vax_mean,0.0116126683615884,0.01752696533599685,6
importation_pulse_width_ticks,trust_repair_bundle__perturbation,social_norms_descriptive_vax_mean,0.0059304331650243585,0.006760962787317136,6
distance_tracking_max_hops,trust_repair_bundle__perturbation,social_norms_descriptive_vax_mean,0.005399184541617548,0.004635397857690338,6
importation_pulse_period_ticks,trust_repair_bundle__perturbation,social_norms_descriptive_vax_mean,0.004305532717791512,0.007872115472194581,6
importation_pulse_start_tick,trust_repair_bundle__perturbation,social_norms_descriptive_vax_mean,0.003911310571173961,0.006299228827198346,6
norm_threshold_beta_alpha,trust_repair_bundle__perturbation,social_norms_descriptive_vax_mean,0.0024712566547755443,0.0034974120829432535,6
norm_response_slope,trust_repair_bundle__perturbation,social_norms_descriptive_vax_mean,0.0014156697645399654,0.0026436029403255727,6
high_degree_target_percentile,trust_repair_bundle__perturbation,social_norms_descriptive_vax_mean,0.0010947307030660862,0.0013200150829205388,6
low_legitimacy_target_percentile,trust_repair_bundle__perturbation,social_norms_descriptive_vax_mean,0.0004419637324672247,0.0008103113069237375,6
high_exposure_target_percentile,trust_repair_bundle__perturbation,social_norms_descriptive_vax_mean,0.00017695892982819335,0.00021385284979929197,6
state_relaxation_slow,trust_repair_bundle__perturbation,vax_willingness_T12_mean,1.7414126195413477,3.181713712371944,6
state_update_noise_std,trust_repair_bundle__perturbation,vax_willingness_T12_mean,1.3992650024364413,1.7887976797333627,6
bridge_prob,trust_repair_bundle__perturbation,vax_willingness_T12_mean,0.34285031748416106,0.40573555381320753,6
incidence_alpha_protection,trust_repair_bundle__perturbation,vax_willingness_T12_mean,0.1467673917561522,0.15732783199988465,6
k_social,trust_repair_bundle__perturbation,vax_willingness_T12_mean,0.14222964337001323,0.10714592587717382,6
stakes_to_infection_multiplier,trust_repair_bundle__perturbation,vax_willingness_T12_mean,0.09767852226042112,0.09584141280710234,6
incidence_gamma,trust_repair_bundle__perturbation,vax_willingness_T12_mean,0.07140820970488922,0.1274147480647158,6
norm_threshold_min,trust_repair_bundle__perturbation,vax_willingness_T12_mean,0.06542939791462032,0.03867200085627973,6
importation_outbreak_floor,trust_repair_bundle__perturbation,vax_willingness_T12_mean,0.04815704454975626,0.07815450666070514,6
social_weight_delta_trust,trust_repair_bundle__perturbation,vax_willingness_T12_mean,0.04681414240108791,0.025119458390274543,6
k_feedback_stakes,trust_repair_bundle__perturbation,vax_willingness_T12_mean,0.04538808486582723,0.06753578517978091,6
importation_targeted_local_bump,trust_repair_bundle__perturbation,vax_willingness_T12_mean,0.04445255756192997,0.056777189579524254,6
community_incidence_baseline,trust_repair_bundle__perturbation,vax_willingness_T12_mean,0.04219976056827335,0.05005363379808996,6
contact_rate_multiplier,trust_repair_bundle__perturbation,vax_willingness_T12_mean,0.040725790444940985,0.050902050306871754,6
state_relaxation_fast,trust_repair_bundle__perturbation,vax_willingness_T12_mean,0.03563136654475348,0.044301914237511224,6
norm_threshold_max,trust_repair_bundle__perturbation,vax_willingness_T12_mean,0.032623753048248716,0.04263357002055099,6
k_incidence,trust_repair_bundle__perturbation,vax_willingness_T12_mean,0.02932430802989425,0.060296080367029874,6
importation_pulse_amplitude,trust_repair_bundle__perturbation,vax_willingness_T12_mean,0.026937665531766204,0.03502293810276348,6
incidence_alpha_vax,trust_repair_bundle__perturbation,vax_willingness_T12_mean,0.02654339398015774,0.044735128619942846,6
stakes_to_fear_multiplier,trust_repair_bundle__perturbation,vax_willingness_T12_mean,0.024505467989610206,0.03614019316020349,6
burn_in_ticks,trust_repair_bundle__perturbation,vax_willingness_T12_mean,0.02408077940836885,0.029603283087235106,6
peer_pull_interactions_per_agent,trust_repair_bundle__perturbation,vax_willingness_T12_mean,0.021449034511894168,0.027545039679849392,6
homophily_gamma,trust_repair_bundle__perturbation,vax_willingness_T12_mean,0.018416032697227063,0.01633731172570055,6
social_weight_delta_norm,trust_repair_bundle__perturbation,vax_willingness_T12_mean,0.017139910514285043,0.017093735054163204,6
importation_pulse_width_ticks,trust_repair_bundle__perturbation,vax_willingness_T12_mean,0.00670337023665013,0.010393148796114807,6
importation_pulse_period_ticks,trust_repair_bundle__perturbation,vax_willingness_T12_mean,0.004332042774800963,0.0052803198302687525,6
importation_pulse_start_tick,trust_repair_bundle__perturbation,vax_willingness_T12_mean,0.003543950198924506,0.0050265023427218045,6
distance_tracking_max_hops,trust_repair_bundle__perturbation,vax_willingness_T12_mean,0.002242644265751418,0.0024202186992596446,6
norm_threshold_beta_alpha,trust_repair_bundle__perturbation,vax_willingness_T12_mean,0.001598734914570225,0.0022591763741750402,6
norm_response_slope,trust_repair_bundle__perturbation,vax_willingness_T12_mean,0.0006143716456800045,0.0008453933868946452,6
high_degree_target_percentile,trust_repair_bundle__perturbation,vax_willingness_T12_mean,0.0005776292636768451,0.0007229196427628973,6
high_exposure_target_percentile,trust_repair_bundle__perturbation,vax_willingness_T12_mean,0.00032893025659177507,0.0004929704541195779,6
low_legitimacy_target_percentile,trust_repair_bundle__perturbation,vax_willingness_T12_mean,0.0002903038835739835,0.0004964299342864644,6
state_relaxation_slow,trust_repair_bundle__shock,mask_when_pressure_high_mean,0.530315875356789,0.8857618561010459,6
state_update_noise_std,trust_repair_bundle__shock,mask_when_pressure_high_mean,0.35398279832262364,0.5101671600194613,6
bridge_prob,trust_repair_bundle__shock,mask_when_pressure_high_mean,0.13023285237508056,0.17489457666839484,6
k_social,trust_repair_bundle__shock,mask_when_pressure_high_mean,0.0801405469941499,0.09288380813307812,6
