model,group,outcome,type,nobs,pseudo_r2,formula,description
S_COUNTRY_vax_willingness_T4_PN_ITEMS,S_COUNTRY_HETEROGENEITY,vax_willingness_T4,ordinal,18717,0.1646582565493556,"vax_willingness_T4 ~ age + sex_female + M_education + income_ppp_norm + minority + M_religion + medical_conditions_c + health_good + covid_num + exper_illness + side_effects + side_effects_other + fivec_confidence + fivec_low_constraints + fivec_low_complacency + fivec_collective_responsibility + disease_fear_avg + infection_likelihood_avg + severity_if_infected_avg + vaccine_risk_avg + vaccine_fear_avg + trust_national_health_institutions_vax_info + trust_who_vax_info + trust_gp_vax_info + trust_national_gov_vax_info + trust_local_health_authorities_vax_info + group_trust_vax + family_climate_harm + family_lgbt_adoption_rights + family_immigration_tolerance + friends_climate_harm + friends_lgbt_adoption_rights + friends_immigration_tolerance + colleagues_climate_harm + colleagues_lgbt_adoption_rights + colleagues_immigration_tolerance + social_norms_vax_avg + moral_progressive_orientation + mfq_agreement_binding_idx + mfq_relevance_binding_idx + M_religion_missing + colleagues_climate_harm_missing + colleagues_immigration_tolerance_missing + colleagues_lgbt_adoption_rights_missing + exper_illness_missing + family_climate_harm_missing + family_immigration_tolerance_missing + family_lgbt_adoption_rights_missing + friends_climate_harm_missing + friends_immigration_tolerance_missing + friends_lgbt_adoption_rights_missing + group_trust_vax_missing + health_good_missing + income_ppp_norm_missing + medical_conditions_c_missing + minority_missing + severity_if_infected_avg_missing + side_effects_missing + side_effects_other_missing + social_norms_vax_avg_missing + C(country, Treatment(reference='IT'))",Supporting heterogeneity at 4th-dose willingness (selective sample) (peer norms item-level)
S_COUNTRY_flu_vaccinated,S_COUNTRY_HETEROGENEITY,flu_vaccinated_2023_2024,logit,21099,0.24829319063119026,"flu_vaccinated_2023_2024 ~ age + sex_female + M_education + income_ppp_norm + minority + M_religion + medical_conditions_c + health_good + covid_num + exper_illness + side_effects + side_effects_other + fivec_confidence + fivec_low_constraints + fivec_low_complacency + fivec_collective_responsibility + flu_disease_fear + flu_infection_likelihood_current + flu_severity_if_infected + flu_vaccine_risk + flu_vaccine_fear + trust_national_health_institutions_vax_info + trust_who_vax_info + trust_gp_vax_info + trust_national_gov_vax_info + trust_local_health_authorities_vax_info + group_trust_vax + family_progressive_norms_nonvax_idx + friends_progressive_norms_nonvax_idx + colleagues_progressive_norms_nonvax_idx + social_norms_vax_avg + moral_progressive_orientation + mfq_agreement_binding_idx + mfq_relevance_binding_idx + M_religion_missing + colleagues_progressive_norms_nonvax_idx_missing + exper_illness_missing + family_progressive_norms_nonvax_idx_missing + flu_severity_if_infected_missing + friends_progressive_norms_nonvax_idx_missing + group_trust_vax_missing + health_good_missing + income_ppp_norm_missing + medical_conditions_c_missing + minority_missing + side_effects_missing + side_effects_other_missing + social_norms_vax_avg_missing + C(country, Treatment(reference='IT'))",Country-heterogeneous slopes for flu
S_COUNTRY_flu_vaccinated_PN_ITEMS,S_COUNTRY_HETEROGENEITY,flu_vaccinated_2023_2024,logit,21099,0.24949230130295985,"flu_vaccinated_2023_2024 ~ age + sex_female + M_education + income_ppp_norm + minority + M_religion + medical_conditions_c + health_good + covid_num + exper_illness + side_effects + side_effects_other + fivec_confidence + fivec_low_constraints + fivec_low_complacency + fivec_collective_responsibility + flu_disease_fear + flu_infection_likelihood_current + flu_severity_if_infected + flu_vaccine_risk + flu_vaccine_fear + trust_national_health_institutions_vax_info + trust_who_vax_info + trust_gp_vax_info + trust_national_gov_vax_info + trust_local_health_authorities_vax_info + group_trust_vax + family_climate_harm + family_lgbt_adoption_rights + family_immigration_tolerance + friends_climate_harm + friends_lgbt_adoption_rights + friends_immigration_tolerance + colleagues_climate_harm + colleagues_lgbt_adoption_rights + colleagues_immigration_tolerance + social_norms_vax_avg + moral_progressive_orientation + mfq_agreement_binding_idx + mfq_relevance_binding_idx + M_religion_missing + colleagues_climate_harm_missing + colleagues_immigration_tolerance_missing + colleagues_lgbt_adoption_rights_missing + exper_illness_missing + family_climate_harm_missing + family_immigration_tolerance_missing + family_lgbt_adoption_rights_missing + flu_severity_if_infected_missing + friends_climate_harm_missing + friends_immigration_tolerance_missing + friends_lgbt_adoption_rights_missing + group_trust_vax_missing + health_good_missing + income_ppp_norm_missing + medical_conditions_c_missing + minority_missing + side_effects_missing + side_effects_other_missing + social_norms_vax_avg_missing + C(country, Treatment(reference='IT'))",Country-heterogeneous slopes for flu (peer norms item-level)
S_COUNTRY_flu_vaccinated_HABIT,S_COUNTRY_HETEROGENEITY,flu_vaccinated_2023_2024,logit,21099,0.623078904498884,"flu_vaccinated_2023_2024 ~ age + sex_female + M_education + income_ppp_norm + minority + M_religion + medical_conditions_c + health_good + covid_num + exper_illness + side_effects + side_effects_other + flu_vaccinated_2022_2023 + flu_vaccinated_2021_2022 + flu_vaccinated_2020_2021 + flu_vaccinated_pre_pandemic + fivec_confidence + fivec_low_constraints + fivec_low_complacency + fivec_collective_responsibility + flu_disease_fear + flu_infection_likelihood_current + flu_severity_if_infected + flu_vaccine_risk + flu_vaccine_fear + trust_national_health_institutions_vax_info + trust_who_vax_info + trust_gp_vax_info + trust_national_gov_vax_info + trust_local_health_authorities_vax_info + group_trust_vax + family_progressive_norms_nonvax_idx + friends_progressive_norms_nonvax_idx + colleagues_progressive_norms_nonvax_idx + social_norms_vax_avg + moral_progressive_orientation + mfq_agreement_binding_idx + mfq_relevance_binding_idx + M_religion_missing + colleagues_progressive_norms_nonvax_idx_missing + exper_illness_missing + family_progressive_norms_nonvax_idx_missing + flu_severity_if_infected_missing + flu_vaccinated_2020_2021_missing + flu_vaccinated_2021_2022_missing + flu_vaccinated_2022_2023_missing + flu_vaccinated_pre_pandemic_missing + friends_progressive_norms_nonvax_idx_missing + group_trust_vax_missing + health_good_missing + income_ppp_norm_missing + medical_conditions_c_missing + minority_missing + side_effects_missing + side_effects_other_missing + social_norms_vax_avg_missing + C(country, Treatment(reference='IT'))",Country-heterogeneous slopes for flu with explicit inertia/state-dependence
S_COUNTRY_flu_vaccinated_HABIT_PN_ITEMS,S_COUNTRY_HETEROGENEITY,flu_vaccinated_2023_2024,logit,21099,0.6236003456635706,"flu_vaccinated_2023_2024 ~ age + sex_female + M_education + income_ppp_norm + minority + M_religion + medical_conditions_c + health_good + covid_num + exper_illness + side_effects + side_effects_other + flu_vaccinated_2022_2023 + flu_vaccinated_2021_2022 + flu_vaccinated_2020_2021 + flu_vaccinated_pre_pandemic + fivec_confidence + fivec_low_constraints + fivec_low_complacency + fivec_collective_responsibility + flu_disease_fear + flu_infection_likelihood_current + flu_severity_if_infected + flu_vaccine_risk + flu_vaccine_fear + trust_national_health_institutions_vax_info + trust_who_vax_info + trust_gp_vax_info + trust_national_gov_vax_info + trust_local_health_authorities_vax_info + group_trust_vax + family_climate_harm + family_lgbt_adoption_rights + family_immigration_tolerance + friends_climate_harm + friends_lgbt_adoption_rights + friends_immigration_tolerance + colleagues_climate_harm + colleagues_lgbt_adoption_rights + colleagues_immigration_tolerance + social_norms_vax_avg + moral_progressive_orientation + mfq_agreement_binding_idx + mfq_relevance_binding_idx + M_religion_missing + colleagues_climate_harm_missing + colleagues_immigration_tolerance_missing + colleagues_lgbt_adoption_rights_missing + exper_illness_missing + family_climate_harm_missing + family_immigration_tolerance_missing + family_lgbt_adoption_rights_missing + flu_severity_if_infected_missing + flu_vaccinated_2020_2021_missing + flu_vaccinated_2021_2022_missing + flu_vaccinated_2022_2023_missing + flu_vaccinated_pre_pandemic_missing + friends_climate_harm_missing + friends_immigration_tolerance_missing + friends_lgbt_adoption_rights_missing + group_trust_vax_missing + health_good_missing + income_ppp_norm_missing + medical_conditions_c_missing + minority_missing + side_effects_missing + side_effects_other_missing + social_norms_vax_avg_missing + C(country, Treatment(reference='IT'))",Country-heterogeneous slopes for flu with explicit inertia/state-dependence (peer norms item-level)
S_PREVENTION_flu_joint,S_PREVENTION,flu_vaccinated_2023_2024,logit,21099,0.4236865191377046,"flu_vaccinated_2023_2024 ~ age + sex_female + M_education + income_ppp_norm + minority + M_religion + medical_conditions_c + health_good + covid_num + exper_illness + side_effects + side_effects_other + covax_num + flu_vaccinated_pre_pandemic + fivec_confidence + fivec_low_constraints + fivec_low_complacency + fivec_collective_responsibility + disease_fear_avg + infection_likelihood_avg + severity_if_infected_avg + vaccine_risk_avg + vaccine_fear_avg + att_vaccines_importance + trust_national_health_institutions_vax_info + trust_who_vax_info + trust_gp_vax_info + trust_national_gov_vax_info + trust_local_health_authorities_vax_info + group_trust_vax + family_progressive_norms_nonvax_idx + friends_progressive_norms_nonvax_idx + colleagues_progressive_norms_nonvax_idx + social_norms_vax_avg + moral_progressive_orientation + mfq_agreement_binding_idx + mfq_relevance_binding_idx + trust_traditional + trust_onlineinfo + trust_social + duration_socialmedia + duration_infomedia + size_friend_group + size_colleagues_group + M_religion_missing + colleagues_progressive_norms_nonvax_idx_missing + exper_illness_missing + family_progressive_norms_nonvax_idx_missing + flu_vaccinated_pre_pandemic_missing + friends_progressive_norms_nonvax_idx_missing + group_trust_vax_missing + health_good_missing + income_ppp_norm_missing + medical_conditions_c_missing + minority_missing + severity_if_infected_avg_missing + side_effects_missing + side_effects_other_missing + social_norms_vax_avg_missing + trust_onlineinfo_missing + trust_social_missing + trust_traditional_missing + C(country, Treatment(reference='IT'))",Joint prevention backbone (S_PREVENTION): flu uptake
S_PREVENTION_flu_joint_PN_ITEMS,S_PREVENTION,flu_vaccinated_2023_2024,logit,21099,0.4242844124783297,"flu_vaccinated_2023_2024 ~ age + sex_female + M_education + income_ppp_norm + minority + M_religion + medical_conditions_c + health_good + covid_num + exper_illness + side_effects + side_effects_other + covax_num + flu_vaccinated_pre_pandemic + fivec_confidence + fivec_low_constraints + fivec_low_complacency + fivec_collective_responsibility + disease_fear_avg + infection_likelihood_avg + severity_if_infected_avg + vaccine_risk_avg + vaccine_fear_avg + att_vaccines_importance + trust_national_health_institutions_vax_info + trust_who_vax_info + trust_gp_vax_info + trust_national_gov_vax_info + trust_local_health_authorities_vax_info + group_trust_vax + family_climate_harm + family_lgbt_adoption_rights + family_immigration_tolerance + friends_climate_harm + friends_lgbt_adoption_rights + friends_immigration_tolerance + colleagues_climate_harm + colleagues_lgbt_adoption_rights + colleagues_immigration_tolerance + social_norms_vax_avg + moral_progressive_orientation + mfq_agreement_binding_idx + mfq_relevance_binding_idx + trust_traditional + trust_onlineinfo + trust_social + duration_socialmedia + duration_infomedia + size_friend_group + size_colleagues_group + M_religion_missing + colleagues_climate_harm_missing + colleagues_immigration_tolerance_missing + colleagues_lgbt_adoption_rights_missing + exper_illness_missing + family_climate_harm_missing + family_immigration_tolerance_missing + family_lgbt_adoption_rights_missing + flu_vaccinated_pre_pandemic_missing + friends_climate_harm_missing + friends_immigration_tolerance_missing + friends_lgbt_adoption_rights_missing + group_trust_vax_missing + health_good_missing + income_ppp_norm_missing + medical_conditions_c_missing + minority_missing + severity_if_infected_avg_missing + side_effects_missing + side_effects_other_missing + social_norms_vax_avg_missing + trust_onlineinfo_missing + trust_social_missing + trust_traditional_missing + C(country, Treatment(reference='IT'))",Joint prevention backbone (S_PREVENTION): flu uptake (peer norms item-level)
S_PREVENTION_covax_joint,S_PREVENTION,covax_num,ordinal,22246,0.203397865495358,"covax_num ~ age + sex_female + M_education + income_ppp_norm + minority + M_religion + medical_conditions_c + health_good + covid_num + exper_illness + side_effects + side_effects_other + flu_vaccinated_pre_pandemic + fivec_confidence + fivec_low_constraints + fivec_low_complacency + fivec_collective_responsibility + disease_fear_avg + infection_likelihood_avg + severity_if_infected_avg + vaccine_risk_avg + vaccine_fear_avg + att_vaccines_importance + trust_national_health_institutions_vax_info + trust_who_vax_info + trust_gp_vax_info + trust_national_gov_vax_info + trust_local_health_authorities_vax_info + group_trust_vax + family_progressive_norms_nonvax_idx + friends_progressive_norms_nonvax_idx + colleagues_progressive_norms_nonvax_idx + social_norms_vax_avg + moral_progressive_orientation + mfq_agreement_binding_idx + mfq_relevance_binding_idx + trust_traditional + trust_onlineinfo + trust_social + duration_socialmedia + duration_infomedia + size_friend_group + size_colleagues_group + M_religion_missing + colleagues_progressive_norms_nonvax_idx_missing + exper_illness_missing + family_progressive_norms_nonvax_idx_missing + flu_vaccinated_pre_pandemic_missing + friends_progressive_norms_nonvax_idx_missing + group_trust_vax_missing + health_good_missing + income_ppp_norm_missing + medical_conditions_c_missing + minority_missing + severity_if_infected_avg_missing + side_effects_missing + side_effects_other_missing + social_norms_vax_avg_missing + trust_onlineinfo_missing + trust_social_missing + trust_traditional_missing + C(country, Treatment(reference='IT'))",Joint prevention backbone (S_PREVENTION): COVID doses
S_PREVENTION_covax_joint_PN_ITEMS,S_PREVENTION,covax_num,ordinal,22246,0.20403304519522675,"covax_num ~ age + sex_female + M_education + income_ppp_norm + minority + M_religion + medical_conditions_c + health_good + covid_num + exper_illness + side_effects + side_effects_other + flu_vaccinated_pre_pandemic + fivec_confidence + fivec_low_constraints + fivec_low_complacency + fivec_collective_responsibility + disease_fear_avg + infection_likelihood_avg + severity_if_infected_avg + vaccine_risk_avg + vaccine_fear_avg + att_vaccines_importance + trust_national_health_institutions_vax_info + trust_who_vax_info + trust_gp_vax_info + trust_national_gov_vax_info + trust_local_health_authorities_vax_info + group_trust_vax + family_climate_harm + family_lgbt_adoption_rights + family_immigration_tolerance + friends_climate_harm + friends_lgbt_adoption_rights + friends_immigration_tolerance + colleagues_climate_harm + colleagues_lgbt_adoption_rights + colleagues_immigration_tolerance + social_norms_vax_avg + moral_progressive_orientation + mfq_agreement_binding_idx + mfq_relevance_binding_idx + trust_traditional + trust_onlineinfo + trust_social + duration_socialmedia + duration_infomedia + size_friend_group + size_colleagues_group + M_religion_missing + colleagues_climate_harm_missing + colleagues_immigration_tolerance_missing + colleagues_lgbt_adoption_rights_missing + exper_illness_missing + family_climate_harm_missing + family_immigration_tolerance_missing + family_lgbt_adoption_rights_missing + flu_vaccinated_pre_pandemic_missing + friends_climate_harm_missing + friends_immigration_tolerance_missing + friends_lgbt_adoption_rights_missing + group_trust_vax_missing + health_good_missing + income_ppp_norm_missing + medical_conditions_c_missing + minority_missing + severity_if_infected_avg_missing + side_effects_missing + side_effects_other_missing + social_norms_vax_avg_missing + trust_onlineinfo_missing + trust_social_missing + trust_traditional_missing + C(country, Treatment(reference='IT'))",Joint prevention backbone (S_PREVENTION): COVID doses (peer norms item-level)
S_PREVENTION_support_mandates_joint,S_PREVENTION,support_mandatory_vaccination,ordinal,22246,0.16333400111658467,"support_mandatory_vaccination ~ age + sex_female + M_education + income_ppp_norm + minority + M_religion + medical_conditions_c + health_good + covid_num + exper_illness + side_effects + side_effects_other + covax_num + flu_vaccinated_pre_pandemic + fivec_confidence + fivec_low_constraints + fivec_low_complacency + fivec_collective_responsibility + disease_fear_avg + infection_likelihood_avg + severity_if_infected_avg + vaccine_risk_avg + vaccine_fear_avg + att_vaccines_importance + trust_national_health_institutions_vax_info + trust_who_vax_info + trust_gp_vax_info + trust_national_gov_vax_info + trust_local_health_authorities_vax_info + group_trust_vax + family_progressive_norms_nonvax_idx + friends_progressive_norms_nonvax_idx + colleagues_progressive_norms_nonvax_idx + social_norms_vax_avg + moral_progressive_orientation + mfq_agreement_binding_idx + mfq_relevance_binding_idx + trust_traditional + trust_onlineinfo + trust_social + duration_socialmedia + duration_infomedia + size_friend_group + size_colleagues_group + M_religion_missing + colleagues_progressive_norms_nonvax_idx_missing + exper_illness_missing + family_progressive_norms_nonvax_idx_missing + flu_vaccinated_pre_pandemic_missing + friends_progressive_norms_nonvax_idx_missing + group_trust_vax_missing + health_good_missing + income_ppp_norm_missing + medical_conditions_c_missing + minority_missing + severity_if_infected_avg_missing + side_effects_missing + side_effects_other_missing + social_norms_vax_avg_missing + trust_onlineinfo_missing + trust_social_missing + trust_traditional_missing + C(country, Treatment(reference='IT'))",Joint prevention backbone (S_PREVENTION): mandate support
S_PREVENTION_support_mandates_joint_PN_ITEMS,S_PREVENTION,support_mandatory_vaccination,ordinal,22246,0.16376282607451187,"support_mandatory_vaccination ~ age + sex_female + M_education + income_ppp_norm + minority + M_religion + medical_conditions_c + health_good + covid_num + exper_illness + side_effects + side_effects_other + covax_num + flu_vaccinated_pre_pandemic + fivec_confidence + fivec_low_constraints + fivec_low_complacency + fivec_collective_responsibility + disease_fear_avg + infection_likelihood_avg + severity_if_infected_avg + vaccine_risk_avg + vaccine_fear_avg + att_vaccines_importance + trust_national_health_institutions_vax_info + trust_who_vax_info + trust_gp_vax_info + trust_national_gov_vax_info + trust_local_health_authorities_vax_info + group_trust_vax + family_climate_harm + family_lgbt_adoption_rights + family_immigration_tolerance + friends_climate_harm + friends_lgbt_adoption_rights + friends_immigration_tolerance + colleagues_climate_harm + colleagues_lgbt_adoption_rights + colleagues_immigration_tolerance + social_norms_vax_avg + moral_progressive_orientation + mfq_agreement_binding_idx + mfq_relevance_binding_idx + trust_traditional + trust_onlineinfo + trust_social + duration_socialmedia + duration_infomedia + size_friend_group + size_colleagues_group + M_religion_missing + colleagues_climate_harm_missing + colleagues_immigration_tolerance_missing + colleagues_lgbt_adoption_rights_missing + exper_illness_missing + family_climate_harm_missing + family_immigration_tolerance_missing + family_lgbt_adoption_rights_missing + flu_vaccinated_pre_pandemic_missing + friends_climate_harm_missing + friends_immigration_tolerance_missing + friends_lgbt_adoption_rights_missing + group_trust_vax_missing + health_good_missing + income_ppp_norm_missing + medical_conditions_c_missing + minority_missing + severity_if_infected_avg_missing + side_effects_missing + side_effects_other_missing + social_norms_vax_avg_missing + trust_onlineinfo_missing + trust_social_missing + trust_traditional_missing + C(country, Treatment(reference='IT'))",Joint prevention backbone (S_PREVENTION): mandate support (peer norms item-level)
S_PREVENTION_support_mandates_joint_LEGIT,S_PREVENTION,support_mandatory_vaccination,ordinal,22246,0.16357368012396636,"support_mandatory_vaccination ~ age + sex_female + M_education + income_ppp_norm + minority + M_religion + medical_conditions_c + health_good + covid_num + exper_illness + side_effects + side_effects_other + covax_num + flu_vaccinated_pre_pandemic + fivec_confidence + fivec_low_constraints + fivec_low_complacency + fivec_collective_responsibility + disease_fear_avg + infection_likelihood_avg + severity_if_infected_avg + vaccine_risk_avg + vaccine_fear_avg + att_vaccines_importance + trust_national_health_institutions_vax_info + trust_who_vax_info + trust_gp_vax_info + trust_national_gov_vax_info + trust_local_health_authorities_vax_info + group_trust_vax + family_progressive_norms_nonvax_idx + friends_progressive_norms_nonvax_idx + colleagues_progressive_norms_nonvax_idx + social_norms_vax_avg + moral_progressive_orientation + mfq_agreement_binding_idx + mfq_relevance_binding_idx + trust_traditional + trust_onlineinfo + trust_social + duration_socialmedia + duration_infomedia + size_friend_group + size_colleagues_group + covax_legitimacy_scepticism_idx + M_religion_missing + colleagues_progressive_norms_nonvax_idx_missing + exper_illness_missing + family_progressive_norms_nonvax_idx_missing + flu_vaccinated_pre_pandemic_missing + friends_progressive_norms_nonvax_idx_missing + group_trust_vax_missing + health_good_missing + income_ppp_norm_missing + medical_conditions_c_missing + minority_missing + severity_if_infected_avg_missing + side_effects_missing + side_effects_other_missing + social_norms_vax_avg_missing + trust_onlineinfo_missing + trust_social_missing + trust_traditional_missing + C(country, Treatment(reference='IT'))",Joint prevention backbone (S_PREVENTION): mandate support + legitimacy/scepticism engine predictor
S_PREVENTION_support_mandates_joint_LEGIT_PN_ITEMS,S_PREVENTION,support_mandatory_vaccination,ordinal,22246,0.1640026993883503,"support_mandatory_vaccination ~ age + sex_female + M_education + income_ppp_norm + minority + M_religion + medical_conditions_c + health_good + covid_num + exper_illness + side_effects + side_effects_other + covax_num + flu_vaccinated_pre_pandemic + fivec_confidence + fivec_low_constraints + fivec_low_complacency + fivec_collective_responsibility + disease_fear_avg + infection_likelihood_avg + severity_if_infected_avg + vaccine_risk_avg + vaccine_fear_avg + att_vaccines_importance + trust_national_health_institutions_vax_info + trust_who_vax_info + trust_gp_vax_info + trust_national_gov_vax_info + trust_local_health_authorities_vax_info + group_trust_vax + family_climate_harm + family_lgbt_adoption_rights + family_immigration_tolerance + friends_climate_harm + friends_lgbt_adoption_rights + friends_immigration_tolerance + colleagues_climate_harm + colleagues_lgbt_adoption_rights + colleagues_immigration_tolerance + social_norms_vax_avg + moral_progressive_orientation + mfq_agreement_binding_idx + mfq_relevance_binding_idx + trust_traditional + trust_onlineinfo + trust_social + duration_socialmedia + duration_infomedia + size_friend_group + size_colleagues_group + covax_legitimacy_scepticism_idx + M_religion_missing + colleagues_climate_harm_missing + colleagues_immigration_tolerance_missing + colleagues_lgbt_adoption_rights_missing + exper_illness_missing + family_climate_harm_missing + family_immigration_tolerance_missing + family_lgbt_adoption_rights_missing + flu_vaccinated_pre_pandemic_missing + friends_climate_harm_missing + friends_immigration_tolerance_missing + friends_lgbt_adoption_rights_missing + group_trust_vax_missing + health_good_missing + income_ppp_norm_missing + medical_conditions_c_missing + minority_missing + severity_if_infected_avg_missing + side_effects_missing + side_effects_other_missing + social_norms_vax_avg_missing + trust_onlineinfo_missing + trust_social_missing + trust_traditional_missing + C(country, Treatment(reference='IT'))",Joint prevention backbone (S_PREVENTION): mandate support + legitimacy/scepticism engine predictor (peer norms item-level)
S_PREVENTION_support_mandates_joint_ENGINES,S_PREVENTION,support_mandatory_vaccination,ordinal,22246,0.13511227044656038,"support_mandatory_vaccination ~ age + sex_female + M_education + income_ppp_norm + minority + M_religion + medical_conditions_c + health_good + covid_num + exper_illness + side_effects + side_effects_other + covax_num + flu_vaccinated_pre_pandemic + institutional_trust_avg + fivec_pro_vax_idx + vaccine_risk_avg + disease_fear_avg + social_norms_vax_avg + covax_legitimacy_scepticism_idx + M_religion_missing + exper_illness_missing + flu_vaccinated_pre_pandemic_missing + health_good_missing + income_ppp_norm_missing + medical_conditions_c_missing + minority_missing + side_effects_missing + side_effects_other_missing + social_norms_vax_avg_missing + C(country, Treatment(reference='IT'))",Compressed S_PREVENTION mandate support backbone (engines)
